Hemisphere,Month,Day,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
NH,January,1,14.261,14.319,13.634,14.069,14.035,14.095,14.145,13.804,13.657,14.025,13.823,13.442,13.479,13.59,13.647,13.502,13.16,13.16,13.11,13.206,13.189,13.205,12.896,13.353,12.959,13.011,13.073,12.721,12.643,12.484,12.934,13.046,12.711,13.302,12.734
NH,January,2,14.313,14.384,13.831,14.092,14.141,14.11,14.258,13.818,13.801,14.097,13.886,13.539,13.385,13.628,13.698,13.538,13.163,13.21,13.207,13.164,13.18,13.232,12.915,13.421,12.961,13.103,13.125,12.806,12.644,12.6,12.992,13.072,12.71,13.438,12.724
NH,January,3,14.402,14.283,13.847,14.141,14.25,14.042,14.335,13.786,13.837,14.262,13.884,13.63,13.418,13.598,13.876,13.502,13.293,13.267,13.182,13.19,13.267,13.254,12.926,13.379,13.012,13.116,13.112,12.79,12.713,12.634,12.98,13.17,12.799,13.411,12.717
NH,January,4,14.417,14.321,13.858,14.072,14.255,14.168,14.288,13.791,13.864,14.277,13.913,13.657,13.51,13.623,13.925,13.59,13.313,13.307,13.252,13.275,13.286,13.236,13.051,13.414,13.045,13.219,13.051,12.829,12.954,12.724,13.045,13.193,12.834,13.436,12.786
NH,January,5,14.381,14.303,13.872,14.185,14.266,14.231,14.304,13.839,14.016,14.217,13.89,13.678,13.566,13.683,14.036,13.617,13.383,13.314,13.361,13.303,13.352,13.337,13.176,13.417,13.065,13.148,13.115,12.874,12.956,12.834,13.147,13.166,12.862,13.477,12.841
NH,January,6,14.359,14.407,13.958,14.254,14.22,14.295,14.325,13.877,14.139,14.263,14.044,13.806,13.722,13.645,14.075,13.594,13.324,13.265,13.403,13.325,13.447,13.458,13.169,13.404,13.126,13.142,13.138,13.039,12.839,12.772,13.316,13.195,12.917,13.537,12.875
NH,January,7,14.42,14.497,13.976,14.282,14.348,14.381,14.364,14.007,14.188,14.304,14.089,13.761,13.846,13.875,14.092,13.631,13.452,13.301,13.51,13.411,13.478,13.499,13.173,13.477,13.202,13.243,13.18,13.079,12.881,12.75,13.282,13.202,13.024,13.52,12.998
NH,January,8,14.548,14.54,13.985,14.406,14.434,14.322,14.344,13.976,14.321,14.321,14.239,13.892,13.882,13.846,14.12,13.749,13.404,13.292,13.459,13.433,13.586,13.536,13.184,13.544,13.194,13.161,13.231,13.101,12.87,12.74,13.236,13.295,13.039,13.69,13.205
NH,January,9,14.701,14.623,14.071,14.419,14.493,14.397,14.31,13.941,14.258,14.46,14.312,13.797,14.028,13.91,14.094,13.794,13.431,13.336,13.435,13.532,13.646,13.584,13.153,13.64,13.287,13.236,13.292,13.186,12.847,12.874,13.458,13.248,13.078,13.68,13.177
NH,January,10,14.755,14.663,14.141,14.481,14.507,14.476,14.263,13.915,14.238,14.465,14.24,13.938,14.063,13.925,14.126,13.842,13.503,13.431,13.217,13.586,13.73,13.603,13.177,13.691,13.404,13.398,13.254,13.387,12.896,12.87,13.383,13.216,13.179,13.68,13.204
NH,January,11,14.819,14.66,14.205,14.509,14.523,14.515,14.336,13.95,14.257,14.467,14.265,14.139,14.088,13.885,14.219,13.917,13.55,13.491,13.227,13.744,13.777,13.695,13.212,13.749,13.474,13.475,13.363,13.493,12.994,12.892,13.389,13.317,13.218,13.749,13.193
NH,January,12,14.886,14.716,14.212,14.51,14.593,14.58,14.479,13.951,14.323,14.483,14.332,14.041,14.133,13.98,14.278,13.991,13.516,13.535,13.29,13.678,13.79,13.672,13.221,13.879,13.559,13.52,13.432,13.41,12.91,12.887,13.324,13.393,13.356,13.753,13.232
NH,January,13,14.921,14.685,14.348,14.543,14.623,14.595,14.518,14.095,14.417,14.568,14.347,13.97,14.055,14.163,14.285,14.075,13.656,13.424,13.367,13.747,13.857,13.728,13.331,13.883,13.609,13.456,13.504,13.57,12.874,13.013,13.339,13.438,13.361,13.788,13.447
NH,January,14,14.997,14.74,14.346,14.631,14.765,14.617,14.619,14.025,14.336,14.672,14.407,13.908,14.095,14.236,14.395,14.148,13.62,13.44,13.444,13.78,14.008,13.76,13.403,13.84,13.625,13.514,13.573,13.499,12.851,13.059,13.462,13.546,13.426,13.797,13.428
NH,January,15,15.011,14.728,14.389,14.56,14.899,14.685,14.56,14.037,14.334,14.709,14.473,13.981,14.088,14.222,14.424,14.056,13.604,13.474,13.523,13.822,14.115,13.846,13.489,13.703,13.733,13.574,13.661,13.512,12.883,13.107,13.537,13.58,13.523,13.837,13.435
NH,January,16,14.956,14.671,14.404,14.52,14.985,14.757,14.588,14.15,14.347,14.688,14.434,14.109,14.191,14.313,14.518,14.203,13.74,13.451,13.67,13.849,14.123,13.82,13.509,13.624,13.823,13.631,13.782,13.545,13.033,13.151,13.575,13.569,13.65,13.905,13.508
NH,January,17,15.012,14.741,14.468,14.614,15.109,14.807,14.69,14.22,14.42,14.732,14.402,14.211,14.249,14.366,14.584,14.077,13.809,13.445,13.712,13.865,14.094,13.812,13.482,13.599,13.912,13.715,13.765,13.58,13.058,13.147,13.633,13.697,13.821,13.93,13.53
NH,January,18,15.08,14.899,14.458,14.658,15.138,14.895,14.668,14.237,14.565,14.801,14.388,14.315,14.318,14.372,14.638,14.139,13.711,13.307,13.776,13.922,14.162,13.826,13.506,13.655,13.88,13.727,13.778,13.644,13.119,13.166,13.639,13.762,13.775,14.059,13.486
NH,January,19,15.166,14.959,14.561,14.745,15.154,14.865,14.737,14.318,14.592,14.81,14.459,14.344,14.424,14.429,14.684,14.203,13.705,13.431,13.89,13.997,14.268,13.881,13.637,13.673,13.971,13.778,13.856,13.63,13.267,13.177,13.686,13.795,13.736,14.053,13.543
NH,January,20,15.165,15.004,14.577,14.772,15.206,14.894,14.764,14.338,14.666,14.93,14.432,14.454,14.449,14.561,14.796,14.28,13.765,13.337,13.914,13.964,14.19,13.96,13.609,13.676,14.012,13.848,13.818,13.677,13.384,13.212,13.759,13.88,13.77,14.022,13.498
NH,January,21,15.265,14.977,14.635,14.83,15.175,14.948,14.793,14.256,14.637,14.897,14.37,14.475,14.539,14.657,14.739,14.233,13.705,13.317,13.951,14.07,14.168,13.94,13.59,13.782,14.032,13.855,13.752,13.737,13.402,13.215,13.82,13.898,13.761,14.122,13.525
NH,January,22,15.288,15.018,14.642,14.906,15.324,14.933,14.801,14.373,14.686,14.936,14.386,14.456,14.575,14.674,14.555,14.237,13.764,13.472,14.014,14.189,14.251,13.889,13.669,13.89,13.981,13.987,13.86,13.704,13.496,13.217,13.805,13.933,13.841,14.12,13.543
NH,January,23,15.378,15.023,14.711,14.932,15.31,15.021,14.826,14.423,14.752,14.96,14.503,14.583,14.609,14.624,14.481,14.32,13.851,13.592,14.089,14.286,14.232,13.866,13.66,13.964,14.015,13.997,13.93,13.684,13.622,13.318,13.865,14.032,13.894,14.111,13.63
NH,January,24,15.369,14.983,14.715,14.946,15.394,15.054,14.758,14.467,14.719,14.987,14.602,14.625,14.715,14.64,14.528,14.321,13.963,13.521,14.175,14.455,14.184,13.904,13.769,13.982,14.082,14.029,13.944,13.738,13.734,13.427,13.906,13.979,13.945,14.098,13.663
NH,January,25,15.38,15.021,14.789,14.905,15.447,15.089,14.802,14.598,14.756,15.107,14.622,14.728,14.585,14.668,14.585,14.217,13.981,13.546,14.226,14.468,14.166,13.991,13.745,13.914,14.222,14.131,13.968,13.751,13.781,13.433,13.89,14.051,13.97,13.996,13.777
NH,January,26,15.373,15.194,14.742,15,15.515,15.141,14.76,14.405,14.789,15.185,14.599,14.778,14.65,14.744,14.583,14.321,13.892,13.658,14.189,14.525,14.133,14.089,13.767,13.962,14.204,14.209,13.92,13.819,13.717,13.352,13.939,14.053,13.982,14.057,13.734
NH,January,27,15.43,15.074,14.753,15.1,15.551,15.255,14.794,14.527,14.7,15.183,14.596,14.882,14.625,14.803,14.791,14.366,13.931,13.719,14.26,14.533,14.231,14.045,13.932,13.93,14.243,14.218,13.976,13.816,13.702,13.272,14.054,14.062,14.044,14.184,13.673
NH,January,28,15.502,15.083,14.762,15.212,15.601,15.299,14.867,14.625,14.707,15.251,14.67,14.868,14.673,14.923,14.891,14.342,14.064,13.775,14.215,14.593,14.291,13.949,13.998,14.048,14.285,14.162,14.005,13.85,13.694,13.401,14.076,14.125,14.002,14.218,13.635
NH,January,29,15.364,15.17,14.744,15.182,15.548,15.359,14.96,14.532,14.81,15.375,14.745,14.906,14.718,14.878,14.771,14.337,14.097,13.856,14.218,14.609,14.336,14.041,13.968,14.035,14.312,14.139,13.991,13.904,13.636,13.45,14.051,14.226,14.003,14.343,13.684
NH,January,30,15.319,15.257,14.813,15.188,15.507,15.4,14.956,14.653,14.872,15.425,14.837,14.98,14.764,14.951,14.811,14.28,14.136,13.801,14.276,14.519,14.38,14.111,13.999,14.036,14.281,14.132,14.047,13.895,13.713,13.563,14.041,14.276,14.117,14.487,13.67
NH,January,31,15.361,15.318,14.831,15.259,15.462,15.397,14.966,14.673,14.938,15.479,14.952,14.938,14.839,15.039,14.871,14.397,14.019,13.958,14.232,14.465,14.408,14.142,14.067,14.048,14.272,14.198,14.176,13.89,13.781,13.657,14.021,14.297,14.181,14.4,13.64
NH,February,1,15.386,15.351,14.852,15.419,15.449,15.409,15.054,14.706,15.013,15.512,14.947,14.991,14.908,15.187,14.946,14.36,14.031,14.081,14.222,14.563,14.502,14.209,14.117,14.11,14.378,14.241,14.246,13.926,13.861,13.764,14.086,14.318,14.208,14.391,13.752
NH,February,2,15.427,15.39,14.84,15.387,15.475,15.42,15.086,14.798,15.051,15.58,14.951,14.959,14.894,15.226,14.954,14.389,14.071,14.118,14.371,14.66,14.604,14.266,14.155,14.137,14.335,14.341,14.218,13.954,13.865,13.833,14.019,14.37,14.247,14.473,13.898
NH,February,3,15.454,15.383,14.86,15.396,15.555,15.438,15.094,14.803,15.194,15.664,15.034,14.946,14.816,15.186,14.889,14.497,14.145,14.159,14.328,14.664,14.531,14.255,14.16,14.078,14.411,14.293,14.252,13.981,13.892,13.9,14.025,14.371,14.389,14.552,13.928
NH,February,4,15.378,15.36,14.779,15.396,15.51,15.429,15.139,14.818,15.287,15.663,14.986,15.094,14.874,15.204,14.876,14.515,14.128,14.176,14.306,14.711,14.507,14.309,14.158,14.11,14.484,14.291,14.269,14.025,13.864,13.929,14.026,14.341,14.27,14.553,13.985
NH,February,5,15.482,15.38,14.855,15.365,15.52,15.479,15.259,14.873,15.303,15.658,14.978,15.122,14.867,15.185,14.905,14.53,14.107,14.28,14.254,14.835,14.58,14.317,14.157,14.169,14.405,14.363,14.232,14.071,13.87,13.976,14.093,14.466,14.269,14.511,14.009
NH,February,6,15.463,15.277,14.849,15.481,15.525,15.515,15.212,14.974,15.369,15.661,15.1,15.114,14.975,15.133,14.834,14.564,14.076,14.292,14.252,14.849,14.662,14.319,14.217,14.204,14.37,14.286,14.27,14.179,13.929,13.861,14.082,14.523,14.35,14.461,14.017
NH,February,7,15.485,15.311,14.886,15.446,15.65,15.474,15.213,15.058,15.394,15.642,15.178,15.195,14.926,15.16,14.942,14.691,14.089,14.251,14.351,14.841,14.774,14.24,14.198,14.263,14.467,14.315,14.277,14.173,13.886,13.797,14.108,14.635,14.448,14.484,14.105
NH,February,8,15.515,15.369,14.955,15.424,15.707,15.521,15.251,15.164,15.418,15.62,15.203,15.168,14.999,15.207,14.975,14.692,14.171,14.228,14.351,14.855,14.856,14.322,14.319,14.356,14.592,14.254,14.407,14.286,13.916,13.831,14.172,14.641,14.461,14.472,14.05
NH,February,9,15.577,15.404,15.018,15.43,15.778,15.46,15.238,15.191,15.377,15.572,15.279,15.195,14.985,15.255,14.996,14.787,14.259,14.335,14.375,14.9,14.879,14.441,14.221,14.325,14.625,14.363,14.455,14.258,13.905,13.772,14.251,14.666,14.442,14.445,14.043
NH,February,10,15.594,15.598,15.066,15.358,15.933,15.525,15.19,15.224,15.452,15.581,15.297,15.138,15.09,15.209,15.003,14.827,14.296,14.347,14.442,14.93,14.853,14.365,14.265,14.353,14.614,14.307,14.468,14.118,13.906,13.791,14.254,14.673,14.44,14.365,13.984
NH,February,11,15.473,15.627,15.12,15.318,15.796,15.539,15.197,15.174,15.461,15.57,15.315,15.112,15.215,15.31,15.057,14.862,14.278,14.381,14.477,14.967,14.772,14.394,14.284,14.456,14.611,14.174,14.407,14.07,13.873,13.809,14.295,14.612,14.568,14.385,14.047
NH,February,12,15.383,15.527,15.169,15.367,15.726,15.541,15.281,15.119,15.418,15.592,15.336,15.097,15.197,15.228,15.078,14.947,14.302,14.444,14.476,14.976,14.762,14.515,14.302,14.546,14.697,14.218,14.434,14.146,13.916,13.844,14.32,14.55,14.512,14.43,14.024
NH,February,13,15.424,15.433,15.28,15.382,15.744,15.549,15.194,15.088,15.499,15.676,15.377,15.009,15.121,15.303,15.142,15.021,14.332,14.495,14.563,14.921,14.845,14.556,14.404,14.585,14.729,14.284,14.443,14.198,14.052,13.865,14.471,14.502,14.47,14.484,14.132
NH,February,14,15.465,15.433,15.347,15.449,15.634,15.579,15.173,15.162,15.509,15.697,15.395,14.991,15.173,15.364,15.139,15.024,14.405,14.437,14.538,14.829,14.848,14.652,14.379,14.663,14.764,14.365,14.496,14.19,14.153,13.831,14.513,14.577,14.497,14.633,14.272
NH,February,15,15.503,15.445,15.372,15.466,15.652,15.492,15.173,15.235,15.574,15.629,15.414,15.01,15.293,15.384,15.212,15.034,14.456,14.378,14.631,14.735,14.882,14.685,14.493,14.697,14.771,14.396,14.517,14.279,14.186,13.875,14.419,14.645,14.583,14.6,14.284
NH,February,16,15.368,15.539,15.388,15.567,15.637,15.507,15.181,15.087,15.649,15.648,15.365,14.991,15.34,15.413,15.306,15.029,14.515,14.39,14.495,14.774,14.901,14.715,14.493,14.678,14.816,14.451,14.437,14.237,14.335,13.902,14.448,14.667,14.547,14.624,14.316
NH,February,17,15.314,15.612,15.412,15.561,15.763,15.549,15.266,15.157,15.65,15.704,15.373,15,15.381,15.475,15.345,15.037,14.467,14.486,14.563,14.889,14.982,14.823,14.476,14.675,14.918,14.446,14.358,14.182,14.271,13.954,14.462,14.665,14.375,14.701,14.314
NH,February,18,15.396,15.64,15.417,15.518,15.82,15.581,15.228,15.272,15.635,15.846,15.419,15.06,15.315,15.526,15.354,15.028,14.415,14.42,14.552,14.881,14.969,14.853,14.49,14.71,14.833,14.381,14.347,14.137,14.311,13.968,14.553,14.598,14.314,14.721,14.247
NH,February,19,15.455,15.658,15.499,15.532,15.798,15.624,15.267,15.319,15.5,15.841,15.473,15.132,15.403,15.534,15.359,15.088,14.427,14.277,14.601,14.929,14.851,14.775,14.489,14.677,14.802,14.5,14.371,14.161,14.329,14.009,14.596,14.623,14.324,14.712,14.194
NH,February,20,15.469,15.753,15.56,15.508,15.819,15.701,15.245,15.455,15.481,15.904,15.49,15.156,15.337,15.488,15.386,15.082,14.469,14.286,14.74,14.927,14.872,14.729,14.467,14.697,14.798,14.56,14.41,14.193,14.305,14.065,14.678,14.715,14.297,14.729,14.343
NH,February,21,15.467,15.678,15.467,15.523,15.799,15.77,15.264,15.484,15.538,15.94,15.481,15.194,15.342,15.549,15.461,15.147,14.454,14.34,14.627,15.06,14.882,14.733,14.477,14.709,14.828,14.594,14.534,14.2,14.322,14.109,14.709,14.848,14.291,14.933,14.352
NH,February,22,15.534,15.681,15.459,15.574,15.885,15.738,15.21,15.398,15.533,15.925,15.456,15.244,15.352,15.586,15.443,15.165,14.431,14.378,14.679,15.197,14.8,14.84,14.47,14.729,14.8,14.602,14.554,14.151,14.403,14.177,14.708,14.936,14.328,14.923,14.341
NH,February,23,15.571,15.705,15.596,15.535,15.874,15.686,15.227,15.406,15.466,15.985,15.463,15.234,15.355,15.483,15.438,15.15,14.541,14.342,14.712,15.213,14.811,14.875,14.571,14.797,14.82,14.562,14.505,14.195,14.404,14.228,14.699,14.761,14.34,14.882,14.376
NH,February,24,15.638,15.79,15.575,15.53,15.749,15.682,15.352,15.386,15.496,15.982,15.44,15.343,15.476,15.396,15.439,15.169,14.592,14.284,14.76,15.233,14.809,14.812,14.49,14.786,14.987,14.573,14.5,14.316,14.376,14.134,14.652,14.711,14.278,14.757,14.297
NH,February,25,15.664,15.842,15.647,15.494,15.553,15.613,15.358,15.301,15.447,16.07,15.468,15.252,15.497,15.39,15.41,15.144,14.652,14.335,14.717,15.262,14.847,14.803,14.466,14.817,15.086,14.566,14.492,14.358,14.337,14.172,14.573,14.695,14.275,14.881,14.304
NH,February,26,15.655,15.938,15.586,15.53,15.525,15.592,15.296,15.234,15.41,16.032,15.507,15.235,15.532,15.396,15.506,15.169,14.737,14.347,14.65,15.242,14.991,14.767,14.517,14.854,15.11,14.656,14.49,14.404,14.3,14.187,14.611,14.763,14.348,14.746,14.381
NH,February,27,15.68,16.022,15.6,15.496,15.611,15.641,15.301,15.2,15.469,15.904,15.523,15.346,15.62,15.387,15.495,15.185,14.815,14.39,14.676,15.354,15.039,14.789,14.47,14.853,15.09,14.651,14.419,14.426,14.286,14.166,14.606,14.855,14.404,14.678,14.462
NH,February,28,15.655,16.044,15.529,15.532,15.711,15.679,15.37,15.218,15.635,15.785,15.402,15.394,15.629,15.422,15.518,15.187,14.779,14.422,14.662,15.243,15.112,14.921,14.46,14.997,15.118,14.659,14.41,14.524,14.291,14.334,14.594,14.91,14.633,14.671,14.476
NH,February,29,,,,15.417,,,,15.186,,,,15.381,,,,15.197,,,,15.21,,,,15.016,,,,14.541,,,,14.985,,,
NH,March,1,15.557,16.021,15.488,15.487,15.754,15.675,15.344,15.23,15.578,15.786,15.26,15.446,15.637,15.397,15.555,15.104,14.874,14.434,14.682,15.27,15.168,14.914,14.472,15.133,15.144,14.629,14.533,14.427,14.341,14.336,14.546,15.001,14.647,14.693,14.529
NH,March,2,15.607,16.058,15.509,15.516,15.825,15.765,15.318,15.232,15.617,15.738,15.171,15.428,15.64,15.444,15.61,15.068,14.926,14.471,14.672,15.222,15.195,15.019,14.44,15.196,15.088,14.658,14.421,14.418,14.332,14.293,14.595,14.966,14.741,14.765,14.627
NH,March,3,15.686,16.066,15.422,15.44,15.839,15.729,15.271,15.277,15.406,15.741,15.182,15.498,15.705,15.441,15.616,15.052,14.84,14.445,14.742,15.197,15.126,15.037,14.545,15.212,15.003,14.688,14.446,14.354,14.395,14.25,14.622,15.039,14.776,14.703,14.61
NH,March,4,15.72,16.084,15.326,15.402,15.764,15.735,15.326,15.245,15.353,15.711,15.217,15.425,15.742,15.404,15.524,15.004,14.851,14.473,14.714,15.195,15.067,15.14,14.554,15.298,14.999,14.72,14.372,14.312,14.404,14.23,14.65,15.071,14.801,14.748,14.641
NH,March,5,15.689,16.06,15.352,15.39,15.882,15.711,15.296,15.284,15.333,15.702,15.327,15.397,15.637,15.359,15.472,15.04,14.9,14.535,14.66,15.233,15.123,15.233,14.646,15.263,15.001,14.811,14.263,14.322,14.449,14.186,14.643,15.012,14.746,14.762,14.646
NH,March,6,15.766,16.001,15.437,15.399,15.888,15.658,15.359,15.326,15.379,15.74,15.234,15.444,15.57,15.427,15.44,15.117,14.903,14.56,14.653,15.235,15.162,15.216,14.673,15.211,15,14.804,14.354,14.348,14.417,14.13,14.656,14.938,14.725,14.756,14.567
NH,March,7,15.646,15.961,15.39,15.424,15.878,15.634,15.3,15.334,15.372,15.753,15.178,15.339,15.538,15.421,15.443,15.157,14.906,14.52,14.642,15.197,15.076,15.165,14.704,15.187,15.055,14.773,14.313,14.404,14.365,14.177,14.719,14.887,14.727,14.77,14.621
NH,March,8,15.564,15.992,15.51,15.48,15.914,15.601,15.333,15.337,15.361,15.785,15.257,15.278,15.554,15.555,15.438,15.161,14.935,14.591,14.644,15.262,14.955,15.148,14.654,15.169,15.075,14.559,14.271,14.397,14.326,14.241,14.772,14.951,14.711,14.772,14.602
NH,March,9,15.442,16.083,15.487,15.527,15.929,15.491,15.352,15.259,15.323,15.835,15.33,15.325,15.593,15.624,15.381,15.269,14.993,14.672,14.796,15.352,14.878,15.1,14.656,15.2,15.089,14.616,14.26,14.39,14.331,14.292,14.801,14.981,14.768,14.744,14.566
NH,March,10,15.388,16.095,15.472,15.525,15.906,15.502,15.239,15.273,15.342,15.791,15.343,15.308,15.604,15.536,15.326,15.3,14.891,14.756,14.842,15.251,14.833,15.113,14.578,15.17,15.067,14.617,14.308,14.354,14.31,14.306,14.772,14.989,14.818,14.694,14.497
NH,March,11,15.409,16.167,15.454,15.546,15.985,15.55,15.203,15.214,15.386,15.755,15.384,15.299,15.581,15.611,15.347,15.191,14.95,14.777,14.808,15.268,14.894,15.072,14.553,15.168,15.172,14.711,14.34,14.408,14.394,14.319,14.896,14.995,14.865,14.61,14.425
NH,March,12,15.295,16.249,15.436,15.576,15.965,15.521,15.138,15.202,15.408,15.704,15.381,15.342,15.573,15.511,15.32,15.085,14.992,14.617,14.733,15.305,14.861,15.098,14.542,15.167,15.151,14.816,14.364,14.379,14.369,14.395,14.797,14.999,14.743,14.615,14.42
NH,March,13,15.367,16.2,15.459,15.521,16.048,15.559,15.182,15.214,15.519,15.681,15.425,15.365,15.557,15.572,15.278,14.854,14.893,14.521,14.632,15.305,14.884,15.122,14.592,15.069,15.181,14.929,14.353,14.432,14.374,14.418,14.818,14.879,14.658,14.577,14.416
NH,March,14,15.385,16.173,15.501,15.493,16.031,15.589,15.12,15.169,15.488,15.639,15.301,15.199,15.689,15.611,15.331,14.89,14.761,14.471,14.609,15.204,14.959,15.104,14.619,15.078,15.196,14.889,14.337,14.375,14.421,14.499,14.76,14.855,14.6,14.525,14.331
NH,March,15,15.413,16.059,15.472,15.476,15.865,15.607,15.124,15.188,15.505,15.681,15.303,15.13,15.667,15.576,15.4,14.908,14.708,14.404,14.485,15.194,14.939,15.1,14.602,15.266,15.136,14.923,14.387,14.518,14.396,14.482,14.716,14.977,14.617,14.478,14.351
NH,March,16,15.338,15.98,15.521,15.422,15.835,15.562,15.191,15.118,15.504,15.565,15.38,15.133,15.702,15.489,15.433,14.944,14.712,14.374,14.502,15.126,14.942,15.142,14.676,15.29,15.129,14.937,14.404,14.47,14.317,14.461,14.694,14.929,14.74,14.469,14.356
NH,March,17,15.295,15.859,15.48,15.371,15.86,15.498,15.243,15.07,15.567,15.562,15.392,15.155,15.645,15.402,15.485,15.013,14.73,14.336,14.596,15.141,15.015,15.173,14.673,15.294,15.137,14.957,14.31,14.464,14.28,14.464,14.659,14.893,14.768,14.469,14.381
NH,March,18,15.308,15.739,15.499,15.406,15.784,15.475,15.206,15.021,15.597,15.602,15.355,15.113,15.652,15.396,15.561,14.943,14.642,14.394,14.561,15.135,14.968,15.171,14.606,15.307,15.09,14.973,14.315,14.469,14.257,14.381,14.556,14.854,14.775,14.458,
NH,March,19,15.4,15.715,15.536,15.461,15.635,15.45,15.167,14.997,15.6,15.577,15.452,15.087,15.604,15.346,15.56,14.941,14.556,14.397,14.446,15.14,14.959,15.134,14.504,15.29,15.119,14.936,14.372,14.451,14.193,14.33,14.531,14.807,14.748,14.483,
NH,March,20,15.431,15.627,15.448,15.505,15.656,15.368,15.251,15.007,15.684,15.621,15.419,15.096,15.472,15.312,15.629,14.955,14.475,14.457,14.364,15.167,14.962,15.122,14.458,15.291,15.037,15.007,14.332,14.463,14.231,14.233,14.694,14.8,14.728,14.578,
NH,March,21,15.464,15.683,15.379,15.512,15.734,15.399,15.288,15.047,15.66,15.438,15.485,15.028,15.39,15.282,15.627,14.954,14.442,14.414,14.406,15.175,15.004,15.129,14.438,15.218,15.013,14.949,14.356,14.546,14.227,14.243,14.618,14.702,14.743,14.548,
NH,March,22,15.397,15.734,15.361,15.547,15.732,15.399,15.3,15.086,15.556,15.405,15.472,15.025,15.383,15.211,15.599,14.844,14.435,14.346,14.493,15.184,15.052,15.058,14.423,15.204,14.97,14.785,14.433,14.566,14.171,14.318,14.597,14.547,14.65,14.464,
NH,March,23,15.362,15.771,15.27,15.535,15.776,15.502,15.271,14.998,15.645,15.355,15.515,15.034,15.441,15.265,15.511,14.824,14.434,14.22,14.407,15.165,15.073,15.052,14.501,15.165,14.924,14.754,14.513,14.509,14.15,14.271,14.486,14.461,14.585,14.374,
NH,March,24,15.329,15.74,15.325,15.56,15.775,15.543,15.256,14.966,15.623,15.363,15.538,15.146,15.443,15.224,15.603,14.882,14.437,14.206,14.399,15.113,15.027,15.179,14.483,15.157,14.866,14.7,14.388,14.444,14.12,14.246,14.451,14.385,14.528,14.41,
NH,March,25,15.283,15.609,15.388,15.57,15.719,15.494,15.217,14.895,15.63,15.356,15.561,15.046,15.467,15.183,15.587,14.958,14.432,14.212,14.368,15.133,15.022,15.118,14.449,15.107,14.884,14.716,14.444,14.447,14.123,14.201,14.382,14.369,14.552,14.592,
NH,March,26,15.235,15.564,15.371,15.569,15.754,15.523,15.193,14.925,15.554,15.423,15.555,15.082,15.415,15.114,15.604,15.048,14.41,14.257,14.414,15.135,14.981,15.174,14.475,15.166,14.962,14.715,14.495,14.419,14.197,14.209,14.33,14.272,14.555,14.616,
NH,March,27,15.238,15.479,15.221,15.554,15.699,15.553,15.261,14.916,15.324,15.45,15.541,15.079,15.318,15.173,15.578,15.016,14.393,14.251,14.387,15.081,14.954,15.149,14.475,15.152,14.935,14.653,14.442,14.427,14.199,14.274,14.331,14.326,14.604,14.584,
NH,March,28,15.302,15.483,15.221,15.543,15.67,15.555,15.289,14.976,15.24,15.445,15.544,15.146,15.271,15.126,15.499,14.83,14.422,14.249,14.281,15.051,14.906,15.147,14.431,15.16,14.902,14.638,14.34,14.351,14.211,14.309,14.308,14.194,14.464,14.597,
NH,March,29,15.277,15.526,15.282,15.401,15.74,15.551,15.304,15.006,15.282,15.506,15.599,15.218,15.182,14.991,15.474,14.793,14.509,14.243,14.326,14.988,14.881,15.248,14.451,15.193,14.948,14.497,14.343,14.23,14.256,14.235,14.227,14.197,14.405,14.503,
NH,March,30,15.281,15.54,15.432,15.41,15.736,15.485,15.339,15.016,15.333,15.381,15.627,15.219,15.185,14.931,15.426,14.784,14.508,14.214,14.277,15.041,14.864,15.31,14.521,15.14,14.889,14.538,14.385,14.155,14.253,14.239,14.096,14.201,14.318,14.444,
NH,March,31,15.248,15.551,15.451,15.347,15.63,15.478,15.384,14.979,15.324,15.45,15.6,15.14,15.149,14.882,15.375,14.841,14.425,14.233,14.264,15.081,14.762,15.351,14.548,15.163,14.831,14.585,14.292,14.149,14.183,14.257,14.06,14.153,14.299,14.36,
NH,April,1,15.116,15.533,15.482,15.311,15.598,15.47,15.219,14.827,15.206,15.37,15.486,15.122,15.105,14.885,15.232,14.742,14.398,14.22,14.267,14.989,14.73,15.279,14.529,15.107,14.787,14.541,14.241,14.117,14.164,14.196,14.014,14.108,14.304,14.371,
NH,April,2,14.993,15.483,15.463,15.222,15.527,15.357,15.118,14.7,15.216,15.434,15.44,15.078,15.167,14.72,15.081,14.735,14.314,14.297,14.277,14.931,14.728,15.229,14.557,15.077,14.768,14.541,14.25,14.114,14.165,14.119,14.013,14.127,14.265,14.383,
NH,April,3,14.933,15.551,15.41,15.135,15.466,15.307,15.108,14.63,15.174,15.436,15.461,15.046,15.161,14.694,15.019,14.68,14.414,14.211,14.186,14.901,14.779,15.149,14.423,15.117,14.722,14.475,14.174,14.044,14.219,14.02,13.966,14.073,14.221,14.353,
NH,April,4,15.029,15.524,15.363,15.108,15.398,15.241,14.977,14.534,15.077,15.465,15.423,14.995,15.089,14.649,15.045,14.682,14.396,14.121,14.225,14.794,14.818,15.122,14.33,15.065,14.647,14.573,14.089,14.053,14.205,14.045,13.889,14.008,14.19,14.438,
